step,saved,dead,alive,agents_lost,ethical_score,total_hazard_intensity,avg_agent_energy
113,1,15,2,5,-185.0,118.0,40.0
114,1,15,2,5,-185.0,118.0,39.0
115,1,15,2,5,-185.0,118.0,39.0
116,1,15,2,5,-185.0,118.0,39.0
117,1,15,2,5,-185.0,118.0,38.0
118,1,15,2,5,-185.0,118.0,38.0
119,1,15,2,5,-187.0,118.0,37.0
120,1,15,2,5,-187.0,118.0,37.0
121,1,15,2,5,-187.0,118.0,37.0
122,1,15,2,5,-187.0,118.0,36.0
123,1,15,2,5,-187.0,118.0,35.0
124,1,15,2,5,-187.0,118.0,35.0
125,1,15,2,5,-187.0,118.0,35.0
126,1,15,2,5,-187.0,118.0,35.0
127,1,15,2,5,-187.0,118.0,34.0
128,1,15,2,5,-187.0,118.0,34.0
129,1,15,2,5,-187.0,118.0,34.0
130,1,15,2,5,-187.0,118.0,34.0
131,1,15,2,5,-189.0,118.0,33.0
132,1,15,2,5,-189.0,118.0,32.0
133,1,15,2,5,-189.0,118.0,42.0
134,1,15,2,5,-189.0,118.0,42.0
135,1,15,2,5,-189.0,118.0,42.0
136,1,15,2,5,-189.0,118.0,42.0
137,1,15,2,5,-189.0,118.0,42.0
138,1,15,2,5,-189.0,118.0,42.0
139,1,15,2,5,-189.0,118.0,42.0
140,1,15,2,5,-189.0,118.0,42.0
141,1,15,2,5,-189.0,118.0,42.0
142,1,15,2,5,-189.0,118.0,41.0
143,1,15,2,5,-189.0,118.0,40.0
144,1,15,2,5,-189.0,118.0,40.0
145,1,15,2,5,-189.0,118.0,40.0
146,1,15,2,5,-189.0,118.0,40.0
147,1,15,2,5,-189.0,118.0,40.0
148,1,15,2,5,-189.0,118.0,40.0
149,1,15,2,5,-189.0,118.0,40.0
150,1,15,2,5,-189.0,118.0,39.0
151,1,15,2,5,-189.0,118.0,39.0
152,1,15,2,5,-189.0,118.0,39.0
153,1,15,2,5,-189.0,118.0,38.0
154,1,15,2,5,-189.0,118.0,36.0
155,1,15,2,5,-189.0,118.0,36.0
156,1,15,2,5,-189.0,118.0,36.0
157,1,15,2,5,-189.0,118.0,36.0
158,1,15,2,5,-189.0,118.0,36.0
159,1,15,2,5,-189.0,118.0,36.0
160,1,15,2,5,-189.0,118.0,36.0
161,1,15,2,5,-189.0,118.0,35.0
162,1,15,2,5,-189.0,118.0,35.0
163,1,15,2,5,-189.0,118.0,35.0
164,1,15,2,5,-189.0,118.0,35.0
165,1,15,2,5,-189.0,118.0,34.0
166,1,15,2,5,-189.0,118.0,34.0
167,1,15,2,5,-189.0,118.0,34.0
168,1,15,2,5,-189.0,118.0,32.0
169,1,15,2,5,-189.0,118.0,31.0
170,1,15,2,5,-189.0,118.0,30.0
171,1,15,2,5,-189.0,118.0,30.0
172,1,15,2,5,-189.0,118.0,29.0
173,1,15,2,5,-189.0,118.0,39.0
174,1,15,2,5,-189.0,118.0,39.0
175,1,15,2,5,-189.0,118.0,39.0
176,1,15,2,5,-189.0,118.0,39.0
177,1,15,2,5,-189.0,118.0,39.0
178,1,15,2,5,-189.0,118.0,39.0
179,1,15,2,5,-189.0,118.0,38.0
180,1,15,2,5,-189.0,118.0,37.0
181,1,15,2,5,-189.0,118.0,37.0
182,1,15,2,5,-189.0,118.0,37.0
183,1,15,2,5,-189.0,118.0,36.0
184,1,15,2,5,-189.0,118.0,35.0
185,1,15,2,5,-189.0,118.0,35.0
186,1,15,2,5,-189.0,118.0,35.0
187,1,15,2,5,-189.0,118.0,35.0
188,1,15,2,5,-189.0,118.0,35.0
189,1,15,2,5,-189.0,118.0,34.0
190,1,15,2,5,-189.0,118.0,34.0
191,1,15,2,5,-189.0,118.0,34.0
192,1,15,2,5,-189.0,118.0,34.0
193,1,15,2,5,-189.0,118.0,34.0
194,1,15,2,5,-189.0,118.0,33.0
195,1,15,2,5,-191.0,118.0,33.0
196,1,15,2,5,-193.0,118.0,33.0
197,1,15,2,5,-193.0,118.0,32.0
198,1,15,2,5,-193.0,118.0,31.0
199,1,15,2,5,-195.0,118.0,29.0
200,1,15,2,5,-195.0,118.0,29.0
201,1,15,2,5,-195.0,118.0,29.0
202,1,15,2,5,-195.0,118.0,28.0
203,1,15,2,5,-197.0,118.0,27.0
204,1,15,2,5,-199.0,118.0,37.0
205,1,15,2,5,-201.0,118.0,35.0
206,1,15,2,5,-201.0,118.0,35.0
207,1,15,2,5,-201.0,118.0,35.0
208,1,15,2,5,-201.0,118.0,34.0
209,1,15,2,5,-201.0,118.0,34.0
210,1,15,2,5,-201.0,118.0,33.0
211,1,15,2,5,-201.0,118.0,33.0
212,1,15,2,5,-201.0,118.0,32.0
213,1,15,2,5,-201.0,118.0,30.0
214,1,15,2,5,-203.0,118.0,40.0
215,1,15,2,5,-203.0,118.0,39.0
216,1,15,2,5,-203.0,118.0,39.0
217,1,15,2,5,-203.0,118.0,39.0
218,1,15,2,5,-203.0,118.0,39.0
219,1,15,2,5,-203.0,118.0,39.0
220,1,15,2,5,-203.0,118.0,39.0
221,1,15,2,5,-203.0,118.0,39.0
222,1,15,2,5,-203.0,118.0,39.0
223,1,15,2,5,-203.0,118.0,39.0
224,1,15,2,5,-203.0,118.0,38.0
225,1,15,2,5,-203.0,118.0,38.0
226,1,15,2,5,-203.0,118.0,38.0
227,1,15,2,5,-203.0,118.0,38.0
228,1,15,2,5,-203.0,118.0,38.0
229,1,15,2,5,-203.0,118.0,37.0
230,1,15,2,5,-203.0,118.0,36.0
231,1,15,2,5,-203.0,118.0,36.0
232,1,15,2,5,-203.0,118.0,36.0
233,1,15,2,5,-203.0,118.0,35.0
234,1,15,2,5,-203.0,118.0,35.0
235,1,15,2,5,-203.0,118.0,35.0
236,1,15,2,5,-203.0,118.0,35.0
237,1,15,2,5,-203.0,118.0,34.0
238,1,15,2,5,-205.0,118.0,34.0
239,1,15,2,5,-205.0,118.0,33.0
240,1,15,2,5,-205.0,118.0,33.0
241,1,15,2,5,-205.0,118.0,33.0
242,1,15,2,5,-207.0,118.0,32.0
243,1,15,2,5,-207.0,118.0,32.0
244,1,15,2,5,-207.0,118.0,32.0
245,1,15,2,5,-207.0,118.0,32.0
246,1,15,2,5,-207.0,118.0,32.0
247,1,15,2,5,-207.0,120.0,32.0
248,1,15,2,5,-209.0,120.0,30.0
249,1,15,2,5,-211.0,120.0,28.0
250,1,15,2,5,-213.0,120.0,26.0
251,1,15,2,5,-215.0,120.0,24.0
252,1,15,2,5,-217.0,120.0,42.0
253,1,15,2,6,-225.0,120.0,40.0
254,1,15,2,6,-227.0,120.0,38.0
255,1,15,2,6,-227.0,120.0,36.0
256,1,15,2,6,-227.0,120.0,34.0
257,1,15,2,6,-227.0,120.0,32.0
258,1,15,2,6,-227.0,120.0,30.0
259,1,15,2,6,-227.0,120.0,28.0
260,1,15,2,6,-227.0,120.0,26.0
261,1,15,2,6,-227.0,120.0,24.0
262,1,15,2,6,-227.0,120.0,22.0
263,1,15,2,6,-227.0,120.0,42.0
264,1,15,2,6,-227.0,120.0,40.0
265,1,15,2,6,-227.0,120.0,38.0
266,1,15,2,6,-229.0,120.0,36.0
267,1,15,2,6,-229.0,120.0,34.0
268,1,15,2,6,-229.0,120.0,32.0
269,1,15,2,6,-231.0,120.0,30.0
270,1,15,2,6,-231.0,120.0,28.0
271,1,15,2,6,-231.0,120.0,26.0
272,1,15,2,6,-233.0,120.0,24.0
273,1,15,2,6,-233.0,120.0,22.0
274,1,15,2,6,-233.0,120.0,42.0
275,1,15,2,6,-233.0,120.0,40.0
276,1,15,2,6,-233.0,120.0,38.0
277,1,15,2,6,-233.0,120.0,36.0
278,1,15,2,6,-233.0,120.0,34.0
279,1,15,2,6,-233.0,120.0,32.0
280,1,15,2,6,-235.0,120.0,30.0
281,1,15,2,6,-237.0,120.0,28.0
282,1,15,2,6,-239.0,120.0,26.0
283,1,15,2,6,-239.0,120.0,24.0
284,1,15,2,6,-239.0,120.0,22.0
285,1,15,2,6,-239.0,120.0,42.0
286,1,15,2,6,-239.0,120.0,40.0
287,1,15,2,6,-239.0,120.0,38.0
288,1,15,2,6,-239.0,120.0,36.0
289,1,15,2,6,-239.0,120.0,34.0
290,1,15,2,6,-239.0,120.0,32.0
291,1,15,2,6,-239.0,120.0,30.0
292,1,15,2,6,-239.0,120.0,28.0
293,1,15,2,6,-239.0,120.0,26.0
294,1,15,2,6,-239.0,120.0,24.0
295,1,15,2,6,-239.0,120.0,22.0
296,1,15,2,6,-239.0,120.0,42.0
297,1,15,2,6,-239.0,120.0,40.0
298,1,15,2,6,-239.0,120.0,38.0
299,1,15,2,6,-239.0,120.0,36.0
300,1,15,2,6,-239.0,120.0,34.0
